Tabelle: 12521-03i
Ausländische Bevölkerung nach Geschlecht und;;;;;;;
Staatsangehörigkeiten (215);;;;;;;
- kreisfreie Städte und Kreise - Stichtag;;;;;;;
Ausländerstatistik (AZR);;;;;;;
;;;;;Ausländische Bevölkerung;Ausländische Bevölkerung;Ausländische Bevölkerung
;;;;;Insgesamt;männlich;weiblich
;;;;;Anzahl;Anzahl;Anzahl
31.12.2024;05122;    Solingen, krfr. Stadt;495;  Hongkong (brit. abhängiges Gebiet);-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;2;Afrika;1500;780;720
31.12.2024;05122;    Solingen, krfr. Stadt;221;  Algerien;25;20;5
31.12.2024;05122;    Solingen, krfr. Stadt;223;  Angola;35;15;20
31.12.2024;05122;    Solingen, krfr. Stadt;224;  Eritrea;195;120;75
31.12.2024;05122;    Solingen, krfr. Stadt;225;  Äthiopien;20;5;15
31.12.2024;05122;    Solingen, krfr. Stadt;226;  Lesotho;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;227;  Botsuana;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;229;  Benin;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;230;  Dschibuti;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;231;  Cote d'Ivoire;20;10;10
31.12.2024;05122;    Solingen, krfr. Stadt;232;  Nigeria;215;110;105
31.12.2024;05122;    Solingen, krfr. Stadt;233;  Simbabwe;15;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;236;  Gabun;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;237;  Gambia;25;15;15
31.12.2024;05122;    Solingen, krfr. Stadt;238;  Ghana;80;45;35
31.12.2024;05122;    Solingen, krfr. Stadt;239;  Mauretanien;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;242;  Kap Verde;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;243;  Kenia;30;10;20
31.12.2024;05122;    Solingen, krfr. Stadt;244;  Komoren;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;245;  Kongo (Republik);5;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;246;  Kongo, Demokratische Republik;25;10;15
31.12.2024;05122;    Solingen, krfr. Stadt;247;  Liberia;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;248;  Libyen;15;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;249;  Madagaskar;10;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;251;  Mali;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;252;  Marokko;245;105;140
31.12.2024;05122;    Solingen, krfr. Stadt;253;  Mauritius;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;254;  Mosambik;10;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;255;  Niger;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;256;  Malawi;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;257;  Sambia;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;258;  Burkina Faso;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;259;  Guinea-Bissau;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;261;  Guinea;70;50;25
31.12.2024;05122;    Solingen, krfr. Stadt;262;  Kamerun;75;30;50
31.12.2024;05122;    Solingen, krfr. Stadt;263;  Südafrika;15;10;5
31.12.2024;05122;    Solingen, krfr. Stadt;265;  Ruanda;5;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;267;  Namibia;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;268;  Sao Tome und Principe;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;269;  Senegal;10;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;271;  Seychellen;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;272;  Sierra Leone;15;10;5
31.12.2024;05122;    Solingen, krfr. Stadt;273;  Somalia;45;25;20
31.12.2024;05122;    Solingen, krfr. Stadt;274;  Äquatorialguinea;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;276;  Sudan (einschließlich Südsudan);25;15;10
31.12.2024;05122;    Solingen, krfr. Stadt;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;282;  Tansania, Vereinigte Republik;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;283;  Togo;30;15;15
31.12.2024;05122;    Solingen, krfr. Stadt;284;  Tschad;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;285;  Tunesien;140;85;55
31.12.2024;05122;    Solingen, krfr. Stadt;286;  Uganda;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;287;  Ägypten;55;35;15
31.12.2024;05122;    Solingen, krfr. Stadt;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;291;  Burundi;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;3;Amerika;260;100;155
31.12.2024;05122;    Solingen, krfr. Stadt;320;  Antigua und Barbuda;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;322;  Barbados;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;323;  Argentinien;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;324;  Bahamas;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;326;  Bolivien;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;327;  Brasilien;50;10;40
31.12.2024;05122;    Solingen, krfr. Stadt;328;  Guyana;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;330;  Belize;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;332;  Chile;10;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;333;  Dominica;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;334;  Costa Rica;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;335;  Dominikanische Republik;15;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;336;  Ecuador;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;337;  El Salvador;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;340;  Grenada;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;345;  Guatemala;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;346;  Haiti;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;347;  Honduras;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;348;  Kanada;15;10;10
31.12.2024;05122;    Solingen, krfr. Stadt;349;  Kolumbien;20;5;15
31.12.2024;05122;    Solingen, krfr. Stadt;351;  Kuba;15;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;353;  Mexiko;15;10;10
31.12.2024;05122;    Solingen, krfr. Stadt;354;  Nicaragua;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;355;  Jamaika;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;357;  Panama;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;359;  Paraguay;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;361;  Peru;10;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;364;  Suriname;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;365;  Uruguay;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;366;  St. Lucia;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;367;  Venezuela;10;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;368;  USA;75;45;30
31.12.2024;05122;    Solingen, krfr. Stadt;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;371;  Trinidad und Tobago;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;399;  Übriges Amerika;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;4;Asien;5365;2895;2465
31.12.2024;05122;    Solingen, krfr. Stadt;411;  Hongkong;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;412;  Macau (chinesisch);-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;421;  Jemen;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;422;  Armenien;40;20;20
31.12.2024;05122;    Solingen, krfr. Stadt;423;  Afghanistan;525;350;175
31.12.2024;05122;    Solingen, krfr. Stadt;424;  Bahrain;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;425;  Aserbaidschan;95;45;55
31.12.2024;05122;    Solingen, krfr. Stadt;426;  Bhutan;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;427;  Myanmar;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;429;  Brunei;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;430;  Georgien;60;30;30
31.12.2024;05122;    Solingen, krfr. Stadt;431;  Sri Lanka;95;45;50
31.12.2024;05122;    Solingen, krfr. Stadt;432;  Vietnam;100;45;55
31.12.2024;05122;    Solingen, krfr. Stadt;434;  Korea, Volksrepublik (Nordkorea);-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;436;  Indien;190;100;90
31.12.2024;05122;    Solingen, krfr. Stadt;437;  Indonesien;20;5;15
31.12.2024;05122;    Solingen, krfr. Stadt;438;  Irak;635;350;285
31.12.2024;05122;    Solingen, krfr. Stadt;439;  Iran;265;140;125
31.12.2024;05122;    Solingen, krfr. Stadt;441;  Israel;10;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;442;  Japan;25;5;15
31.12.2024;05122;    Solingen, krfr. Stadt;444;  Kasachstan;100;45;55
31.12.2024;05122;    Solingen, krfr. Stadt;445;  Jordanien;25;15;10
31.12.2024;05122;    Solingen, krfr. Stadt;446;  Kambodscha;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;447;  Katar;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;448;  Kuwait;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;449;  Laos;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;450;  Kirgisistan;55;30;25
31.12.2024;05122;    Solingen, krfr. Stadt;451;  Libanon;80;45;40
31.12.2024;05122;    Solingen, krfr. Stadt;454;  Malediven;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;456;  Oman;10;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;457;  Mongolei;15;5;10
31.12.2024;05122;    Solingen, krfr. Stadt;458;  Nepal;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;459;  Palästinensische Gebiete (ab 2013);-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;460;  Bangladesch;30;20;10
31.12.2024;05122;    Solingen, krfr. Stadt;461;  Pakistan;90;50;40
31.12.2024;05122;    Solingen, krfr. Stadt;462;  Philippinen;150;55;95
31.12.2024;05122;    Solingen, krfr. Stadt;465;  Taiwan, (China );5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;467;  Korea, Republik (Südkorea);15;10;10
31.12.2024;05122;    Solingen, krfr. Stadt;469;  Vereinigte Arabische Emirate;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;470;  Tadschikistan;80;35;40
31.12.2024;05122;    Solingen, krfr. Stadt;471;  Turkmenistan;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;472;  Saudi-Arabien;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;474;  Singapur;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;475;  Syrien;2290;1300;990
31.12.2024;05122;    Solingen, krfr. Stadt;476;  Thailand;185;75;110
31.12.2024;05122;    Solingen, krfr. Stadt;477;  Usbekistan;35;15;15
31.12.2024;05122;    Solingen, krfr. Stadt;479;  China (Festland);105;40;65
31.12.2024;05122;    Solingen, krfr. Stadt;482;  Malaysia;10;5;5
31.12.2024;05122;    Solingen, krfr. Stadt;483;  Timor-Leste;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;499;  Übriges Asien, Macau;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;5;Australien / Ozeanien;25;20;10
31.12.2024;05122;    Solingen, krfr. Stadt;523;  Australien;20;15;5
31.12.2024;05122;    Solingen, krfr. Stadt;524;  Salomonen;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;526;  Fidschi;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;527;  Cookinseln;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;530;  Kiribati;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;531;  Nauru;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;532;  Vanuatu;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;536;  Neuseeland;5;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;537;  Palau;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;538;  Papua-Neuguinea;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;540;  Tuvalu;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;541;  Tonga;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;543;  Samoa;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;544;  Marshallinseln;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;599;  Übriges Ozeanien;-;-;-
31.12.2024;05122;    Solingen, krfr. Stadt;9;Sonstige;185;90;90
31.12.2024;05122;    Solingen, krfr. Stadt;997;  staatenlos;60;30;30
31.12.2024;05122;    Solingen, krfr. Stadt;998;  ungeklärt;115;60;55
31.12.2024;05122;    Solingen, krfr. Stadt;999;  ohne Angabe;10;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;1;Europa;62750;32415;30335
31.12.2024;05124;    Wuppertal, krfr. Stadt;121;  Albanien;1380;815;565
31.12.2024;05124;    Wuppertal, krfr. Stadt;122;  Bosnien und Herzegowina;1425;735;690
31.12.2024;05124;    Wuppertal, krfr. Stadt;123;  Andorra;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;124;  Belgien;145;80;70
31.12.2024;05124;    Wuppertal, krfr. Stadt;125;  Bulgarien;2600;1445;1155
31.12.2024;05124;    Wuppertal, krfr. Stadt;126;  Dänemark;30;15;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;127;  Estland;30;15;15
31.12.2024;05124;    Wuppertal, krfr. Stadt;128;  Finnland;45;15;30
31.12.2024;05124;    Wuppertal, krfr. Stadt;129;  Frankreich;480;205;275
31.12.2024;05124;    Wuppertal, krfr. Stadt;130;  Kroatien;1535;780;755
31.12.2024;05124;    Wuppertal, krfr. Stadt;131;  Slowenien;105;50;55
31.12.2024;05124;    Wuppertal, krfr. Stadt;132;  Serbien und Montenegro (ab 01.01.2004-31.07.2006);440;240;200
31.12.2024;05124;    Wuppertal, krfr. Stadt;133;  Serbien (ab 01.08.2006);70;35;35
31.12.2024;05124;    Wuppertal, krfr. Stadt;134;  Griechenland;5925;3160;2765
31.12.2024;05124;    Wuppertal, krfr. Stadt;135;  Irland;50;30;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;136;  Island;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;137;  Italien;6380;3630;2745
31.12.2024;05124;    Wuppertal, krfr. Stadt;138;  Jugoslawien (ehem.);185;105;80
31.12.2024;05124;    Wuppertal, krfr. Stadt;139;  Lettland;255;145;110
31.12.2024;05124;    Wuppertal, krfr. Stadt;140;  Montenegro (ab 01.08.2006);155;85;70
31.12.2024;05124;    Wuppertal, krfr. Stadt;141;  Liechtenstein;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;142;  Litauen;265;155;110
31.12.2024;05124;    Wuppertal, krfr. Stadt;143;  Luxemburg;15;5;10
31.12.2024;05124;    Wuppertal, krfr. Stadt;144;  Nordmazedonien;2195;1135;1060
31.12.2024;05124;    Wuppertal, krfr. Stadt;145;  Malta;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;146;  Moldau;210;90;125
31.12.2024;05124;    Wuppertal, krfr. Stadt;147;  Monaco;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;148;  Niederlande;600;310;290
31.12.2024;05124;    Wuppertal, krfr. Stadt;149;  Norwegen;15;10;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;150;  Kosovo (ab 01.05.2008);1870;990;875
31.12.2024;05124;    Wuppertal, krfr. Stadt;151;  Österreich;455;210;245
31.12.2024;05124;    Wuppertal, krfr. Stadt;152;  Polen;5475;2920;2555
31.12.2024;05124;    Wuppertal, krfr. Stadt;153;  Portugal;360;190;170
31.12.2024;05124;    Wuppertal, krfr. Stadt;154;  Rumänien;4110;2385;1725
31.12.2024;05124;    Wuppertal, krfr. Stadt;155;  Slowakei;85;45;40
31.12.2024;05124;    Wuppertal, krfr. Stadt;156;  San Marino;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;157;  Schweden;215;120;90
31.12.2024;05124;    Wuppertal, krfr. Stadt;158;  Schweiz;85;45;40
31.12.2024;05124;    Wuppertal, krfr. Stadt;159;  ehem. Sowjetunion o.n.A.;20;5;15
31.12.2024;05124;    Wuppertal, krfr. Stadt;160;  Russische Föderation;1340;520;825
31.12.2024;05124;    Wuppertal, krfr. Stadt;161;  Spanien;1430;750;680
31.12.2024;05124;    Wuppertal, krfr. Stadt;162;  Tschechoslowakei (ehem.);5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;163;  Türkei;11305;5785;5520
31.12.2024;05124;    Wuppertal, krfr. Stadt;164;  Tschechische Republik;140;60;75
31.12.2024;05124;    Wuppertal, krfr. Stadt;165;  Ungarn;390;225;165
31.12.2024;05124;    Wuppertal, krfr. Stadt;166;  Ukraine;7630;3215;4415
31.12.2024;05124;    Wuppertal, krfr. Stadt;167;  Vatikanstadt;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;168;  Vereinigtes Königreich;235;155;85
31.12.2024;05124;    Wuppertal, krfr. Stadt;169;  Belarus;130;45;80
31.12.2024;05124;    Wuppertal, krfr. Stadt;170;  Serbien ohne Kosovo (ab 01.05.2008);2900;1440;1465
31.12.2024;05124;    Wuppertal, krfr. Stadt;181;  Zypern;25;20;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;185;  Britische Überseegebiete;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;195;  Gibraltar, Insel Man, Kanalinseln (brit. abhängige Gebiete);-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;199;  Übriges Europa;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;295;  Sankt Helena, einschl. Ascension (brit. abhängiges Gebiet);-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;395;  brit. abhängige Gebiete;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;495;  Hongkong (brit. abhängiges Gebiet);-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;2;Afrika;7735;4105;3630
31.12.2024;05124;    Wuppertal, krfr. Stadt;221;  Algerien;205;120;85
31.12.2024;05124;    Wuppertal, krfr. Stadt;223;  Angola;55;25;30
31.12.2024;05124;    Wuppertal, krfr. Stadt;224;  Eritrea;440;260;180
31.12.2024;05124;    Wuppertal, krfr. Stadt;225;  Äthiopien;60;25;35
31.12.2024;05124;    Wuppertal, krfr. Stadt;226;  Lesotho;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;227;  Botsuana;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;229;  Benin;20;10;10
31.12.2024;05124;    Wuppertal, krfr. Stadt;230;  Dschibuti;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;231;  Cote d'Ivoire;90;45;45
31.12.2024;05124;    Wuppertal, krfr. Stadt;232;  Nigeria;845;450;395
31.12.2024;05124;    Wuppertal, krfr. Stadt;233;  Simbabwe;10;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;236;  Gabun;10;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;237;  Gambia;50;30;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;238;  Ghana;335;185;145
31.12.2024;05124;    Wuppertal, krfr. Stadt;239;  Mauretanien;20;15;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;242;  Kap Verde;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;243;  Kenia;65;20;50
31.12.2024;05124;    Wuppertal, krfr. Stadt;244;  Komoren;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;245;  Kongo (Republik);30;10;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;246;  Kongo, Demokratische Republik;305;155;150
31.12.2024;05124;    Wuppertal, krfr. Stadt;247;  Liberia;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;248;  Libyen;115;65;50
31.12.2024;05124;    Wuppertal, krfr. Stadt;249;  Madagaskar;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;251;  Mali;25;20;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;252;  Marokko;2600;1295;1305
31.12.2024;05124;    Wuppertal, krfr. Stadt;253;  Mauritius;10;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;254;  Mosambik;5;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;255;  Niger;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;256;  Malawi;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;257;  Sambia;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;258;  Burkina Faso;5;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;259;  Guinea-Bissau;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;261;  Guinea;385;245;140
31.12.2024;05124;    Wuppertal, krfr. Stadt;262;  Kamerun;550;265;285
31.12.2024;05124;    Wuppertal, krfr. Stadt;263;  Südafrika;20;10;10
31.12.2024;05124;    Wuppertal, krfr. Stadt;265;  Ruanda;15;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;267;  Namibia;10;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;268;  Sao Tome und Principe;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;269;  Senegal;40;20;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;271;  Seychellen;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;272;  Sierra Leone;20;15;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;273;  Somalia;305;175;130
31.12.2024;05124;    Wuppertal, krfr. Stadt;274;  Äquatorialguinea;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;276;  Sudan (einschließlich Südsudan);30;15;10
31.12.2024;05124;    Wuppertal, krfr. Stadt;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;282;  Tansania, Vereinigte Republik;20;15;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;283;  Togo;265;125;140
31.12.2024;05124;    Wuppertal, krfr. Stadt;284;  Tschad;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;285;  Tunesien;460;270;190
31.12.2024;05124;    Wuppertal, krfr. Stadt;286;  Uganda;25;5;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;287;  Ägypten;255;170;85
31.12.2024;05124;    Wuppertal, krfr. Stadt;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;291;  Burundi;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;3;Amerika;915;395;520
31.12.2024;05124;    Wuppertal, krfr. Stadt;320;  Antigua und Barbuda;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;322;  Barbados;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;323;  Argentinien;40;20;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;324;  Bahamas;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;326;  Bolivien;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;327;  Brasilien;170;55;115
31.12.2024;05124;    Wuppertal, krfr. Stadt;328;  Guyana;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;330;  Belize;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;332;  Chile;35;15;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;333;  Dominica;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;334;  Costa Rica;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;335;  Dominikanische Republik;30;10;25
31.12.2024;05124;    Wuppertal, krfr. Stadt;336;  Ecuador;15;10;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;337;  El Salvador;15;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;340;  Grenada;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;345;  Guatemala;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;346;  Haiti;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;347;  Honduras;40;5;35
31.12.2024;05124;    Wuppertal, krfr. Stadt;348;  Kanada;45;20;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;349;  Kolumbien;75;30;45
31.12.2024;05124;    Wuppertal, krfr. Stadt;351;  Kuba;30;10;20
31.12.2024;05124;    Wuppertal, krfr. Stadt;353;  Mexiko;50;25;25
31.12.2024;05124;    Wuppertal, krfr. Stadt;354;  Nicaragua;5;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;355;  Jamaika;5;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;357;  Panama;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;359;  Paraguay;5;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;361;  Peru;30;15;15
31.12.2024;05124;    Wuppertal, krfr. Stadt;364;  Suriname;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;365;  Uruguay;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;366;  St. Lucia;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;367;  Venezuela;25;10;15
31.12.2024;05124;    Wuppertal, krfr. Stadt;368;  USA;280;140;140
31.12.2024;05124;    Wuppertal, krfr. Stadt;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;371;  Trinidad und Tobago;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;399;  Übriges Amerika;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;4;Asien;21140;11385;9755
31.12.2024;05124;    Wuppertal, krfr. Stadt;411;  Hongkong;-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;412;  Macau (chinesisch);-;-;-
31.12.2024;05124;    Wuppertal, krfr. Stadt;421;  Jemen;10;5;5
31.12.2024;05124;    Wuppertal, krfr. Stadt;422;  Armenien;220;110;110
31.12.2024;05124;    Wuppertal, krfr. Stadt;423;  Afghanistan;1110;700;415
