Tabelle: 12521-03i
Ausländische Bevölkerung nach Geschlecht und;;;;;;;
Staatsangehörigkeiten (215);;;;;;;
- kreisfreie Städte und Kreise - Stichtag;;;;;;;
Ausländerstatistik (AZR);;;;;;;
;;;;;Ausländische Bevölkerung;Ausländische Bevölkerung;Ausländische Bevölkerung
;;;;;Insgesamt;männlich;weiblich
;;;;;Anzahl;Anzahl;Anzahl
31.12.2024;05711;    Bielefeld, krfr. Stadt;221;  Algerien;180;135;45
31.12.2024;05711;    Bielefeld, krfr. Stadt;223;  Angola;95;40;55
31.12.2024;05711;    Bielefeld, krfr. Stadt;224;  Eritrea;360;220;135
31.12.2024;05711;    Bielefeld, krfr. Stadt;225;  Äthiopien;35;15;20
31.12.2024;05711;    Bielefeld, krfr. Stadt;226;  Lesotho;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;227;  Botsuana;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;229;  Benin;30;15;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;230;  Dschibuti;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;231;  Cote d'Ivoire;60;30;30
31.12.2024;05711;    Bielefeld, krfr. Stadt;232;  Nigeria;700;345;350
31.12.2024;05711;    Bielefeld, krfr. Stadt;233;  Simbabwe;40;15;30
31.12.2024;05711;    Bielefeld, krfr. Stadt;236;  Gabun;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;237;  Gambia;55;25;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;238;  Ghana;360;200;160
31.12.2024;05711;    Bielefeld, krfr. Stadt;239;  Mauretanien;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;242;  Kap Verde;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;243;  Kenia;100;40;60
31.12.2024;05711;    Bielefeld, krfr. Stadt;244;  Komoren;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;245;  Kongo (Republik);10;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;246;  Kongo, Demokratische Republik;50;25;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;247;  Liberia;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;248;  Libyen;80;55;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;249;  Madagaskar;35;10;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;251;  Mali;10;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;252;  Marokko;760;360;405
31.12.2024;05711;    Bielefeld, krfr. Stadt;253;  Mauritius;5;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;254;  Mosambik;5;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;255;  Niger;10;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;256;  Malawi;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;257;  Sambia;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;258;  Burkina Faso;10;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;259;  Guinea-Bissau;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;261;  Guinea;315;205;110
31.12.2024;05711;    Bielefeld, krfr. Stadt;262;  Kamerun;220;125;95
31.12.2024;05711;    Bielefeld, krfr. Stadt;263;  Südafrika;30;10;20
31.12.2024;05711;    Bielefeld, krfr. Stadt;265;  Ruanda;15;5;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;267;  Namibia;10;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;268;  Sao Tome und Principe;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;269;  Senegal;50;25;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;271;  Seychellen;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;272;  Sierra Leone;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;273;  Somalia;330;170;160
31.12.2024;05711;    Bielefeld, krfr. Stadt;274;  Äquatorialguinea;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;276;  Sudan (einschließlich Südsudan);55;25;30
31.12.2024;05711;    Bielefeld, krfr. Stadt;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;282;  Tansania, Vereinigte Republik;15;10;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;283;  Togo;125;60;65
31.12.2024;05711;    Bielefeld, krfr. Stadt;284;  Tschad;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;285;  Tunesien;195;125;75
31.12.2024;05711;    Bielefeld, krfr. Stadt;286;  Uganda;30;10;20
31.12.2024;05711;    Bielefeld, krfr. Stadt;287;  Ägypten;275;185;90
31.12.2024;05711;    Bielefeld, krfr. Stadt;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;291;  Burundi;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;3;Amerika;1020;445;570
31.12.2024;05711;    Bielefeld, krfr. Stadt;320;  Antigua und Barbuda;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;322;  Barbados;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;323;  Argentinien;35;15;20
31.12.2024;05711;    Bielefeld, krfr. Stadt;324;  Bahamas;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;326;  Bolivien;5;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;327;  Brasilien;170;65;105
31.12.2024;05711;    Bielefeld, krfr. Stadt;328;  Guyana;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;330;  Belize;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;332;  Chile;60;35;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;333;  Dominica;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;334;  Costa Rica;10;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;335;  Dominikanische Republik;45;15;30
31.12.2024;05711;    Bielefeld, krfr. Stadt;336;  Ecuador;25;10;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;337;  El Salvador;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;340;  Grenada;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;345;  Guatemala;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;346;  Haiti;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;347;  Honduras;5;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;348;  Kanada;50;25;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;349;  Kolumbien;105;35;70
31.12.2024;05711;    Bielefeld, krfr. Stadt;351;  Kuba;30;15;20
31.12.2024;05711;    Bielefeld, krfr. Stadt;353;  Mexiko;85;45;40
31.12.2024;05711;    Bielefeld, krfr. Stadt;354;  Nicaragua;25;10;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;355;  Jamaika;15;5;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;357;  Panama;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;359;  Paraguay;15;5;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;361;  Peru;40;15;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;364;  Suriname;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;365;  Uruguay;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;366;  St. Lucia;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;367;  Venezuela;20;5;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;368;  USA;240;125;115
31.12.2024;05711;    Bielefeld, krfr. Stadt;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;371;  Trinidad und Tobago;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;399;  Übriges Amerika;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;4;Asien;18795;10090;8705
31.12.2024;05711;    Bielefeld, krfr. Stadt;411;  Hongkong;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;412;  Macau (chinesisch);-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;421;  Jemen;25;20;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;422;  Armenien;295;150;145
31.12.2024;05711;    Bielefeld, krfr. Stadt;423;  Afghanistan;1260;825;430
31.12.2024;05711;    Bielefeld, krfr. Stadt;424;  Bahrain;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;425;  Aserbaidschan;290;165;130
31.12.2024;05711;    Bielefeld, krfr. Stadt;426;  Bhutan;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;427;  Myanmar;25;15;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;429;  Brunei;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;430;  Georgien;295;135;160
31.12.2024;05711;    Bielefeld, krfr. Stadt;431;  Sri Lanka;625;300;325
31.12.2024;05711;    Bielefeld, krfr. Stadt;432;  Vietnam;280;105;175
31.12.2024;05711;    Bielefeld, krfr. Stadt;434;  Korea, Volksrepublik (Nordkorea);-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;436;  Indien;650;375;275
31.12.2024;05711;    Bielefeld, krfr. Stadt;437;  Indonesien;100;30;70
31.12.2024;05711;    Bielefeld, krfr. Stadt;438;  Irak;6635;3330;3305
31.12.2024;05711;    Bielefeld, krfr. Stadt;439;  Iran;600;325;270
31.12.2024;05711;    Bielefeld, krfr. Stadt;441;  Israel;25;20;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;442;  Japan;85;45;40
31.12.2024;05711;    Bielefeld, krfr. Stadt;444;  Kasachstan;300;125;175
31.12.2024;05711;    Bielefeld, krfr. Stadt;445;  Jordanien;40;25;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;446;  Kambodscha;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;447;  Katar;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;448;  Kuwait;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;449;  Laos;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;450;  Kirgisistan;105;40;65
31.12.2024;05711;    Bielefeld, krfr. Stadt;451;  Libanon;150;85;65
31.12.2024;05711;    Bielefeld, krfr. Stadt;454;  Malediven;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;456;  Oman;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;457;  Mongolei;75;35;40
31.12.2024;05711;    Bielefeld, krfr. Stadt;458;  Nepal;45;25;25
31.12.2024;05711;    Bielefeld, krfr. Stadt;459;  Palästinensische Gebiete (ab 2013);5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;460;  Bangladesch;260;180;80
31.12.2024;05711;    Bielefeld, krfr. Stadt;461;  Pakistan;350;185;165
31.12.2024;05711;    Bielefeld, krfr. Stadt;462;  Philippinen;150;45;110
31.12.2024;05711;    Bielefeld, krfr. Stadt;465;  Taiwan, (China );35;5;30
31.12.2024;05711;    Bielefeld, krfr. Stadt;467;  Korea, Republik (Südkorea);110;45;65
31.12.2024;05711;    Bielefeld, krfr. Stadt;469;  Vereinigte Arabische Emirate;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;470;  Tadschikistan;135;70;60
31.12.2024;05711;    Bielefeld, krfr. Stadt;471;  Turkmenistan;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;472;  Saudi-Arabien;5;5;5
31.12.2024;05711;    Bielefeld, krfr. Stadt;474;  Singapur;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;475;  Syrien;4975;3020;1955
31.12.2024;05711;    Bielefeld, krfr. Stadt;476;  Thailand;150;20;135
31.12.2024;05711;    Bielefeld, krfr. Stadt;477;  Usbekistan;50;30;20
31.12.2024;05711;    Bielefeld, krfr. Stadt;479;  China (Festland);615;300;315
31.12.2024;05711;    Bielefeld, krfr. Stadt;482;  Malaysia;25;10;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;483;  Timor-Leste;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;499;  Übriges Asien, Macau;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;5;Australien / Ozeanien;35;20;15
31.12.2024;05711;    Bielefeld, krfr. Stadt;523;  Australien;30;20;10
31.12.2024;05711;    Bielefeld, krfr. Stadt;524;  Salomonen;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;526;  Fidschi;5;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;527;  Cookinseln;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;530;  Kiribati;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;531;  Nauru;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;532;  Vanuatu;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;536;  Neuseeland;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;537;  Palau;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;538;  Papua-Neuguinea;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;540;  Tuvalu;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;541;  Tonga;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;543;  Samoa;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;544;  Marshallinseln;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;599;  Übriges Ozeanien;-;-;-
31.12.2024;05711;    Bielefeld, krfr. Stadt;9;Sonstige;335;205;130
31.12.2024;05711;    Bielefeld, krfr. Stadt;997;  staatenlos;120;70;45
31.12.2024;05711;    Bielefeld, krfr. Stadt;998;  ungeklärt;215;130;85
31.12.2024;05711;    Bielefeld, krfr. Stadt;999;  ohne Angabe;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;1;Europa;50760;26685;24075
31.12.2024;05754;    Gütersloh, Kreis;121;  Albanien;400;220;185
31.12.2024;05754;    Gütersloh, Kreis;122;  Bosnien und Herzegowina;665;355;310
31.12.2024;05754;    Gütersloh, Kreis;123;  Andorra;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;124;  Belgien;65;30;30
31.12.2024;05754;    Gütersloh, Kreis;125;  Bulgarien;2620;1575;1045
31.12.2024;05754;    Gütersloh, Kreis;126;  Dänemark;30;10;20
31.12.2024;05754;    Gütersloh, Kreis;127;  Estland;35;15;20
31.12.2024;05754;    Gütersloh, Kreis;128;  Finnland;20;5;15
31.12.2024;05754;    Gütersloh, Kreis;129;  Frankreich;215;120;95
31.12.2024;05754;    Gütersloh, Kreis;130;  Kroatien;760;395;365
31.12.2024;05754;    Gütersloh, Kreis;131;  Slowenien;85;50;35
31.12.2024;05754;    Gütersloh, Kreis;132;  Serbien und Montenegro (ab 01.01.2004-31.07.2006);95;55;40
31.12.2024;05754;    Gütersloh, Kreis;133;  Serbien (ab 01.08.2006);25;15;10
31.12.2024;05754;    Gütersloh, Kreis;134;  Griechenland;2165;1145;1020
31.12.2024;05754;    Gütersloh, Kreis;135;  Irland;25;20;5
31.12.2024;05754;    Gütersloh, Kreis;136;  Island;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;137;  Italien;1335;805;535
31.12.2024;05754;    Gütersloh, Kreis;138;  Jugoslawien (ehem.);30;15;15
31.12.2024;05754;    Gütersloh, Kreis;139;  Lettland;220;125;95
31.12.2024;05754;    Gütersloh, Kreis;140;  Montenegro (ab 01.08.2006);145;80;65
31.12.2024;05754;    Gütersloh, Kreis;141;  Liechtenstein;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;142;  Litauen;365;160;205
31.12.2024;05754;    Gütersloh, Kreis;143;  Luxemburg;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;144;  Nordmazedonien;1395;620;775
31.12.2024;05754;    Gütersloh, Kreis;145;  Malta;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;146;  Moldau;420;185;235
31.12.2024;05754;    Gütersloh, Kreis;147;  Monaco;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;148;  Niederlande;420;220;200
31.12.2024;05754;    Gütersloh, Kreis;149;  Norwegen;15;10;10
31.12.2024;05754;    Gütersloh, Kreis;150;  Kosovo (ab 01.05.2008);1605;845;760
31.12.2024;05754;    Gütersloh, Kreis;151;  Österreich;240;130;110
31.12.2024;05754;    Gütersloh, Kreis;152;  Polen;7505;4005;3500
31.12.2024;05754;    Gütersloh, Kreis;153;  Portugal;655;355;305
31.12.2024;05754;    Gütersloh, Kreis;154;  Rumänien;12960;7355;5605
31.12.2024;05754;    Gütersloh, Kreis;155;  Slowakei;355;180;175
31.12.2024;05754;    Gütersloh, Kreis;156;  San Marino;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;157;  Schweden;90;40;55
31.12.2024;05754;    Gütersloh, Kreis;158;  Schweiz;55;20;30
31.12.2024;05754;    Gütersloh, Kreis;159;  ehem. Sowjetunion o.n.A.;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;160;  Russische Föderation;1095;405;690
31.12.2024;05754;    Gütersloh, Kreis;161;  Spanien;910;505;405
31.12.2024;05754;    Gütersloh, Kreis;162;  Tschechoslowakei (ehem.);5;-;-
31.12.2024;05754;    Gütersloh, Kreis;163;  Türkei;6510;3390;3115
31.12.2024;05754;    Gütersloh, Kreis;164;  Tschechische Republik;75;35;40
31.12.2024;05754;    Gütersloh, Kreis;165;  Ungarn;375;210;165
31.12.2024;05754;    Gütersloh, Kreis;166;  Ukraine;5360;2160;3200
31.12.2024;05754;    Gütersloh, Kreis;167;  Vatikanstadt;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;168;  Vereinigtes Königreich;450;345;105
31.12.2024;05754;    Gütersloh, Kreis;169;  Belarus;65;15;50
31.12.2024;05754;    Gütersloh, Kreis;170;  Serbien ohne Kosovo (ab 01.05.2008);880;450;425
31.12.2024;05754;    Gütersloh, Kreis;181;  Zypern;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;185;  Britische Überseegebiete;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;195;  Gibraltar, Insel Man, Kanalinseln (brit. abhängige Gebiete);-;-;-
31.12.2024;05754;    Gütersloh, Kreis;199;  Übriges Europa;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;295;  Sankt Helena, einschl. Ascension (brit. abhängiges Gebiet);-;-;-
31.12.2024;05754;    Gütersloh, Kreis;395;  brit. abhängige Gebiete;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;495;  Hongkong (brit. abhängiges Gebiet);-;-;-
31.12.2024;05754;    Gütersloh, Kreis;2;Afrika;1655;960;695
31.12.2024;05754;    Gütersloh, Kreis;221;  Algerien;35;20;15
31.12.2024;05754;    Gütersloh, Kreis;223;  Angola;60;25;35
31.12.2024;05754;    Gütersloh, Kreis;224;  Eritrea;210;130;80
31.12.2024;05754;    Gütersloh, Kreis;225;  Äthiopien;15;10;5
31.12.2024;05754;    Gütersloh, Kreis;226;  Lesotho;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;227;  Botsuana;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;229;  Benin;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;230;  Dschibuti;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;231;  Cote d'Ivoire;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;232;  Nigeria;285;145;140
31.12.2024;05754;    Gütersloh, Kreis;233;  Simbabwe;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;236;  Gabun;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;237;  Gambia;30;20;10
31.12.2024;05754;    Gütersloh, Kreis;238;  Ghana;90;60;30
31.12.2024;05754;    Gütersloh, Kreis;239;  Mauretanien;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;242;  Kap Verde;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;243;  Kenia;25;10;15
31.12.2024;05754;    Gütersloh, Kreis;244;  Komoren;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;245;  Kongo (Republik);20;10;10
31.12.2024;05754;    Gütersloh, Kreis;246;  Kongo, Demokratische Republik;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;247;  Liberia;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;248;  Libyen;15;5;5
31.12.2024;05754;    Gütersloh, Kreis;249;  Madagaskar;10;-;-
31.12.2024;05754;    Gütersloh, Kreis;251;  Mali;15;-;-
31.12.2024;05754;    Gütersloh, Kreis;252;  Marokko;130;75;55
31.12.2024;05754;    Gütersloh, Kreis;253;  Mauritius;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;254;  Mosambik;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;255;  Niger;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;256;  Malawi;5;5;5
31.12.2024;05754;    Gütersloh, Kreis;257;  Sambia;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;258;  Burkina Faso;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;259;  Guinea-Bissau;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;261;  Guinea;180;130;45
31.12.2024;05754;    Gütersloh, Kreis;262;  Kamerun;20;10;10
31.12.2024;05754;    Gütersloh, Kreis;263;  Südafrika;15;10;5
31.12.2024;05754;    Gütersloh, Kreis;265;  Ruanda;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;267;  Namibia;15;5;10
31.12.2024;05754;    Gütersloh, Kreis;268;  Sao Tome und Principe;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;269;  Senegal;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;271;  Seychellen;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;272;  Sierra Leone;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;273;  Somalia;155;90;70
31.12.2024;05754;    Gütersloh, Kreis;274;  Äquatorialguinea;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;276;  Sudan (einschließlich Südsudan);15;5;5
31.12.2024;05754;    Gütersloh, Kreis;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05754;    Gütersloh, Kreis;282;  Tansania, Vereinigte Republik;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;283;  Togo;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;284;  Tschad;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;285;  Tunesien;85;50;35
31.12.2024;05754;    Gütersloh, Kreis;286;  Uganda;5;5;5
31.12.2024;05754;    Gütersloh, Kreis;287;  Ägypten;115;65;45
31.12.2024;05754;    Gütersloh, Kreis;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;291;  Burundi;15;10;5
31.12.2024;05754;    Gütersloh, Kreis;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;3;Amerika;475;170;305
31.12.2024;05754;    Gütersloh, Kreis;320;  Antigua und Barbuda;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;322;  Barbados;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;323;  Argentinien;15;5;10
31.12.2024;05754;    Gütersloh, Kreis;324;  Bahamas;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;326;  Bolivien;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;327;  Brasilien;80;15;65
31.12.2024;05754;    Gütersloh, Kreis;328;  Guyana;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;330;  Belize;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;332;  Chile;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;333;  Dominica;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;334;  Costa Rica;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;335;  Dominikanische Republik;40;15;30
31.12.2024;05754;    Gütersloh, Kreis;336;  Ecuador;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;337;  El Salvador;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;340;  Grenada;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;345;  Guatemala;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;346;  Haiti;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;347;  Honduras;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;348;  Kanada;35;10;20
31.12.2024;05754;    Gütersloh, Kreis;349;  Kolumbien;45;10;30
31.12.2024;05754;    Gütersloh, Kreis;351;  Kuba;20;10;15
31.12.2024;05754;    Gütersloh, Kreis;353;  Mexiko;35;15;20
31.12.2024;05754;    Gütersloh, Kreis;354;  Nicaragua;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;355;  Jamaika;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;357;  Panama;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;359;  Paraguay;10;-;-
31.12.2024;05754;    Gütersloh, Kreis;361;  Peru;15;-;-
31.12.2024;05754;    Gütersloh, Kreis;364;  Suriname;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;365;  Uruguay;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;366;  St. Lucia;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;367;  Venezuela;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;368;  USA;125;55;70
31.12.2024;05754;    Gütersloh, Kreis;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;371;  Trinidad und Tobago;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;399;  Übriges Amerika;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;4;Asien;10535;5720;4810
31.12.2024;05754;    Gütersloh, Kreis;411;  Hongkong;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;412;  Macau (chinesisch);-;-;-
31.12.2024;05754;    Gütersloh, Kreis;421;  Jemen;10;5;5
31.12.2024;05754;    Gütersloh, Kreis;422;  Armenien;160;75;85
31.12.2024;05754;    Gütersloh, Kreis;423;  Afghanistan;1455;900;555
31.12.2024;05754;    Gütersloh, Kreis;424;  Bahrain;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;425;  Aserbaidschan;225;125;100
31.12.2024;05754;    Gütersloh, Kreis;426;  Bhutan;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;427;  Myanmar;15;5;10
31.12.2024;05754;    Gütersloh, Kreis;429;  Brunei;-;-;-
31.12.2024;05754;    Gütersloh, Kreis;430;  Georgien;95;55;45
31.12.2024;05754;    Gütersloh, Kreis;431;  Sri Lanka;130;65;65
31.12.2024;05754;    Gütersloh, Kreis;432;  Vietnam;105;50;55
31.12.2024;05754;    Gütersloh, Kreis;434;  Korea, Volksrepublik (Nordkorea);-;-;-
31.12.2024;05754;    Gütersloh, Kreis;436;  Indien;235;120;120
31.12.2024;05754;    Gütersloh, Kreis;437;  Indonesien;20;5;20
31.12.2024;05754;    Gütersloh, Kreis;438;  Irak;2420;1290;1125
31.12.2024;05754;    Gütersloh, Kreis;439;  Iran;370;225;145
31.12.2024;05754;    Gütersloh, Kreis;441;  Israel;5;-;-
31.12.2024;05754;    Gütersloh, Kreis;442;  Japan;20;5;15
31.12.2024;05754;    Gütersloh, Kreis;444;  Kasachstan;270;120;150
